episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
340000,6712.3,249994.3,387196,491559,99.5500,98.6500,96.7500,90.6000,61.1000,0.0000,200911.56,415.21
342000,6752.1,253394.0,528724,491572,99.7500,98.8500,96.9000,91.3000,61.7000,0.0500,200764.51,414.18
344000,6791.6,250948.6,409760,491577,99.8000,98.9500,96.7500,90.9500,61.7000,0.0000,201095.00,412.56
346000,6831.2,250982.2,535624,491568,99.7500,99.0000,96.5500,89.9500,61.6500,0.0500,200594.07,416.81
348000,6871.3,253908.6,414300,491562,99.9500,99.3000,97.2000,90.6500,62.5500,0.0000,200579.38,415.14
350000,6910.7,250400.3,466640,491570,99.6000,98.8000,95.6500,89.8000,62.2500,0.0500,200758.07,415.68
352000,6949.9,250837.6,386440,491591,99.8500,99.1000,96.6000,91.0500,62.2500,0.0000,201361.66,413.24
354000,6989.0,249948.7,387164,491617,99.7000,99.2500,96.9500,90.0000,61.5000,0.0000,201207.12,413.81
356000,7028.2,251241.3,491084,491640,99.6500,99.0500,96.5000,90.6000,62.1500,0.0500,200922.09,415.08
358000,7067.4,249692.2,387464,491654,99.7000,99.1000,96.5000,90.8500,61.0000,0.0000,201122.33,413.25
360000,7107.1,253081.1,529208,491664,99.4000,98.8500,96.9000,90.3000,62.4500,0.1000,200567.18,418.10
362000,7146.6,250677.6,387976,491669,99.7000,99.1000,97.2000,90.7500,61.1500,0.0000,201177.95,412.76
364000,7186.1,252034.7,482224,491682,99.7500,99.1000,96.7500,90.3500,62.5000,0.0500,201055.85,412.91
366000,7225.8,251195.8,387188,491677,99.7500,99.3000,96.7500,90.5000,60.8500,0.0000,200811.95,416.02
368000,7265.7,248735.2,387260,491635,99.7500,99.2000,96.6500,90.2500,60.3000,0.0000,201355.76,415.77
370000,7305.3,251555.7,532268,491636,99.7000,99.2000,97.0000,90.6500,61.4500,0.1000,201232.17,415.02
372000,7345.5,254937.7,504816,491637,99.6000,98.9000,97.0000,91.4000,62.2000,0.0500,200374.42,419.03
374000,7385.1,252110.1,531204,491643,99.8000,99.5000,97.2500,90.8000,61.6500,0.1000,201131.14,413.82
376000,7425.0,253872.3,608932,491651,99.8000,99.3000,97.1500,90.8000,62.9000,0.2000,200763.81,416.08
378000,7464.7,252532.4,501656,491653,99.8500,99.5000,97.4500,91.3000,62.0000,0.1000,201627.72,414.09
380000,7504.0,251051.3,387916,491673,99.8000,98.6500,96.2000,89.8500,62.4500,0.0000,201271.00,410.78
382000,7543.2,250628.6,529332,491687,99.7500,98.8500,96.2500,89.9500,61.4000,0.1000,201388.69,413.19
384000,7582.7,251796.3,452288,491701,99.8000,99.1500,96.9000,90.9500,62.3000,0.0000,201401.99,417.23
386000,7621.9,250547.0,504280,491722,99.8000,98.9000,96.8000,90.1000,61.7000,0.0500,201166.70,416.53
388000,7661.5,252430.0,507260,491729,99.8500,99.2500,96.7000,89.7500,62.9500,0.1000,201324.63,412.41
390000,7700.7,251235.7,522236,491753,99.9000,99.1000,97.0000,89.9000,61.3500,0.1500,201275.47,416.34
392000,7740.3,252159.0,395792,491763,99.8500,98.9500,96.6500,90.7000,62.2000,0.0000,201374.16,414.49
394000,7779.8,253489.8,527708,491787,99.8000,98.9500,96.6500,90.0500,63.3500,0.1500,201009.90,414.13
396000,7818.9,250023.1,531468,491808,99.8000,98.8500,96.3500,89.9500,60.6500,0.0500,201281.32,414.06
398000,7857.8,251131.8,585332,491846,99.6000,98.7000,96.3500,89.9000,62.0000,0.1000,201644.66,412.43
400000,7896.9,255157.0,562420,491912,99.8000,99.1000,97.5000,91.1000,62.6500,0.2000,200789.89,419.17
402000,7935.6,250617.1,520116,491960,99.6500,98.8500,96.9500,90.9000,61.5500,0.1000,201489.21,416.17
