episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
352000,6609.1,238365.0,411384,492728,99.6500,98.6000,95.6000,87.7500,55.2500,0.0000,182088.50,404.28
354000,6645.1,240539.3,416056,492883,99.3500,98.4000,96.3000,88.7000,56.6000,0.0000,182249.14,402.83
356000,6683.3,242028.5,387040,492885,99.8000,99.0000,96.6000,88.8000,56.8000,0.0000,182255.74,396.80
358000,6721.5,242561.5,387332,492894,99.7500,99.1500,96.8500,89.8000,57.3500,0.0000,182742.66,397.11
360000,6759.9,243292.0,597920,492895,99.8500,99.0000,96.9000,90.1000,57.0500,0.1500,182357.80,400.58
362000,6798.2,240766.1,489580,492882,99.6000,98.8500,96.4000,89.8500,55.9000,0.0500,182481.69,400.88
364000,6835.7,240074.6,533116,492917,99.7500,98.8000,96.5000,89.8000,55.7000,0.0500,182732.16,399.33
366000,6872.0,237942.8,386856,493011,99.6500,98.9000,96.6000,89.0000,55.3500,0.0000,183102.71,396.18
368000,6909.9,238534.2,527072,493002,99.8000,99.1500,96.7000,88.9500,55.5000,0.0500,182765.69,401.38
370000,6948.4,240424.9,386820,492970,99.6500,98.7000,95.8000,88.0500,55.9500,0.0000,182649.16,398.25
372000,6986.6,240499.0,487496,492955,99.6000,99.0000,96.1500,89.5000,55.4000,0.0500,182543.51,401.18
374000,7025.2,238367.3,388064,492895,99.6500,98.8000,95.7500,88.3000,54.8500,0.0000,182790.19,399.64
376000,7064.5,244911.6,389276,492856,99.8000,99.2000,96.9500,89.3500,57.5000,0.0000,182295.18,397.79
378000,7103.6,245267.3,387096,492830,99.7000,98.6000,96.6000,90.6000,58.2000,0.0000,182569.19,396.98
380000,7141.2,239310.0,553396,492852,99.5000,98.5500,96.5000,89.4000,55.2000,0.0500,183092.17,397.05
382000,7179.8,240911.3,391360,492816,99.5500,98.9500,96.7500,89.1500,56.8500,0.0000,183006.38,400.12
384000,7217.6,238110.0,387552,492802,99.6500,98.8000,95.3500,87.9000,55.8000,0.0000,183110.69,398.15
386000,7257.6,242562.6,387188,492691,99.7000,98.8000,96.3500,89.5000,57.1500,0.0000,182675.93,400.19
388000,7296.7,245920.0,387012,492669,99.7500,98.9000,95.9500,89.5500,59.8000,0.0000,182447.42,400.39
390000,7334.9,240960.3,386752,492664,99.7000,98.5000,96.0000,89.2500,56.5000,0.0000,182817.19,402.02
392000,7373.1,241846.9,523356,492665,99.8000,99.2500,96.3000,89.2000,56.5500,0.1000,182860.97,402.21
394000,7411.5,241885.5,525420,492653,99.7000,98.9000,96.0500,88.7000,57.0500,0.0500,182973.14,399.62
396000,7450.1,243842.5,387076,492648,99.5500,98.9500,96.6500,89.4000,57.3500,0.0000,182657.29,400.06
398000,7488.3,237053.0,396768,492609,99.7000,99.0000,96.2500,88.2500,54.9000,0.0000,183717.41,397.52
400000,7526.8,242710.3,531968,492600,99.8000,98.7000,96.9000,88.6000,57.7000,0.0500,183218.72,399.33
402000,7565.2,240987.0,466976,492581,99.6500,98.9000,96.1500,88.9500,56.7500,0.0000,183010.00,404.00
404000,7603.6,240333.4,388160,492555,99.6500,98.9500,95.8500,88.3500,56.5000,0.0000,183509.51,397.79
406000,7642.1,240172.1,558560,492525,99.7000,99.0500,96.1500,89.3000,55.9000,0.0500,183617.73,399.54
408000,7682.3,242493.2,474340,492405,99.7500,99.2000,96.7500,90.0500,56.8500,0.0000,183532.76,397.34
410000,7725.0,239419.9,430404,492100,99.6500,99.0000,96.5000,89.1500,54.9500,0.0000,183540.57,397.57
412000,7764.6,238528.5,488964,491987,99.7500,98.9500,96.1000,89.0000,55.5000,0.1000,183609.54,401.84
414000,7803.1,237966.5,531128,491940,99.8500,98.5500,95.9500,88.6500,54.8000,0.0500,183833.47,399.11
416000,7841.5,242039.6,463040,491935,99.8500,99.3000,97.3500,90.5500,56.4000,0.0500,183965.58,396.74
418000,7879.7,241174.1,511048,491932,99.6000,98.8000,96.8500,89.6500,56.2500,0.0500,183626.24,399.73
420000,7917.7,241318.7,522520,491947,99.6500,99.0500,96.5500,88.7500,56.7500,0.0500,183601.79,399.78
422000,7955.7,240332.2,392828,491948,99.6500,98.9500,96.5000,88.7000,57.1000,0.0000,183735.25,401.30
424000,7993.8,240221.3,536784,491943,99.4500,98.5500,95.5000,88.1500,56.6000,0.1500,183576.64,399.87
426000,8031.6,237214.3,466904,491930,99.6500,98.6500,95.4500,88.3000,55.2000,0.0500,184094.56,399.43
428000,8069.7,240629.4,489024,491932,99.7500,98.8500,96.2000,89.2500,55.8000,0.1000,183758.46,399.28
430000,8108.2,241642.6,387916,491919,99.6000,98.7500,96.0500,89.3000,57.4000,0.0000,183936.42,398.92
432000,8147.3,243096.4,386960,491881,99.7000,98.9500,97.2000,89.1500,57.3000,0.0000,183544.57,398.61
434000,8187.3,242783.6,406968,491788,99.5000,98.9000,96.4000,88.7000,57.7500,0.0000,183679.88,399.51
436000,8225.2,237221.6,387348,491767,99.7500,98.8500,95.7500,87.7000,55.1500,0.0000,184191.24,401.35
438000,8263.5,241536.4,516296,491771,99.6500,98.6500,95.9000,89.2500,55.7000,0.0500,184045.62,398.38
440000,8301.6,246738.3,532604,491825,99.6500,99.0000,96.9500,90.1500,59.5000,0.1000,183808.58,399.53
442000,8340.4,243656.7,386820,491809,99.8000,99.2500,97.1000,89.4000,58.5000,0.0000,184024.31,399.21
444000,8379.4,245938.0,533080,491796,99.8500,99.3500,96.8000,89.4500,59.2000,0.2000,183839.01,397.69
446000,8417.7,235615.1,387428,491745,99.6500,99.2500,96.1000,87.4000,53.8000,0.0000,184543.49,400.48
448000,8457.0,245383.5,509032,491717,99.7000,98.9500,96.6500,89.8000,58.4500,0.1500,183578.59,403.57
450000,8496.8,247090.8,387164,491677,99.7500,98.9000,96.6000,89.8000,59.9500,0.0000,183925.97,396.49
452000,8535.3,239065.7,475652,491645,99.6000,98.3000,96.3000,89.3000,54.8000,0.0500,184259.59,399.52
454000,8573.9,240998.3,424996,491621,99.8000,98.8500,96.6000,88.9500,56.5500,0.0000,184064.97,402.60
456000,8612.7,242538.0,530504,491596,99.6000,98.9000,96.8000,88.7500,56.9500,0.2000,184169.53,400.09
458000,8651.8,243486.7,486084,491569,99.6000,98.9000,97.0000,89.7000,57.1500,0.0500,183860.07,402.93
460000,8690.0,239043.2,387112,491549,99.4500,98.9000,96.3000,88.6500,55.8000,0.0000,184664.49,399.38
462000,8728.8,242817.8,467380,491533,99.7000,98.9000,96.3500,89.0500,57.3000,0.0000,184430.28,395.93
464000,8766.2,241407.8,469112,491581,99.7000,99.1000,96.1000,88.9000,55.9500,0.0500,184381.78,399.47
466000,8804.1,240914.3,524992,491601,99.6500,98.7500,96.2000,88.7000,55.4000,0.1500,184274.20,400.76
468000,8840.7,240113.7,388540,491680,99.7500,98.8000,95.8500,87.9500,56.4500,0.0000,184545.71,398.51
470000,8878.0,242393.7,415604,491739,99.6500,98.9500,96.5000,89.5000,57.6000,0.0000,184550.04,399.56
472000,8915.6,241930.8,528028,491781,99.6000,98.7000,96.1500,89.6500,55.9500,0.0500,184383.87,398.98
