episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
158000,1534.8,220116.7,469024,878354,99.9000,99.2000,96.2500,87.1000,47.2500,0.0500,155518.08,383.57
160000,1553.9,218781.3,413244,878675,99.7000,98.8500,96.7500,87.0500,46.7000,0.0000,155598.31,385.65
162000,1571.9,211068.5,522300,879228,99.6500,98.8000,95.1000,85.1000,43.0000,0.1500,155877.25,388.45
164000,1591.1,220166.1,389680,879468,99.8500,98.9500,96.4500,87.0500,47.3500,0.0000,155479.04,386.63
166000,1609.8,218476.8,387696,879959,99.8000,98.9500,96.4000,87.0500,46.5000,0.0000,155918.64,384.28
168000,1628.6,223416.1,532884,880581,99.9000,99.1000,96.3000,87.8000,48.5000,0.0500,155505.55,386.49
170000,1647.7,218740.4,409348,880857,99.8500,98.9000,96.7500,86.8500,46.4500,0.0000,155890.47,386.14
172000,1666.6,219412.5,524368,881257,99.8000,99.1000,96.6500,87.5000,45.9500,0.0500,156001.03,383.42
174000,1685.2,217624.2,386764,881702,99.5000,98.6500,96.1000,86.7500,46.0000,0.0000,155971.50,386.91
176000,1703.4,214588.3,441332,882204,99.5000,98.3000,94.9500,85.1000,45.3000,0.0000,156489.72,383.73
178000,1722.9,215879.2,391692,882122,99.8000,98.9500,95.3500,86.2500,44.7000,0.0000,156158.89,386.79
180000,1740.8,218136.8,387404,882888,99.8000,99.0500,95.8500,86.1500,46.6500,0.0000,156181.04,387.56
182000,1759.1,221556.4,387084,883631,99.9000,99.0500,96.6000,87.3500,47.6000,0.0000,155895.47,389.18
184000,1777.8,220715.0,409588,884111,99.7000,98.6500,96.0500,87.5000,46.4000,0.0000,155813.83,387.25
186000,1796.7,216944.0,400680,884359,99.6500,98.7500,95.7500,86.8500,44.4000,0.0000,156465.30,384.91
188000,1815.6,218373.6,387712,884607,99.9000,99.0500,95.4500,86.7500,45.7000,0.0000,156280.11,387.21
190000,1834.9,218023.2,387296,884677,99.9000,99.4000,96.8000,86.6500,44.9000,0.0000,156380.97,385.97
192000,1854.8,218167.6,411200,884490,99.8000,98.8500,96.0000,86.3500,45.5000,0.0000,156139.56,391.18
194000,1873.8,218335.0,531280,884669,99.9000,98.8000,95.9500,86.0500,46.1500,0.0500,156587.98,384.50
196000,1892.9,222240.1,408156,885000,99.9000,99.3500,96.1500,87.9000,47.4500,0.0000,156428.08,386.10
198000,1911.5,215004.9,438788,885271,99.9500,99.0000,95.7000,85.9500,44.5000,0.0000,156902.87,388.28
200000,1930.4,218921.4,510084,885522,99.8000,98.5500,95.8000,87.2000,45.9000,0.0500,156669.63,385.81
202000,1949.3,219714.0,523268,885845,99.8500,99.0500,96.9500,88.1000,45.7000,0.0500,156965.10,384.04
204000,1968.4,215928.6,388528,885903,99.9500,99.3000,96.0500,85.8500,45.0500,0.0000,156636.17,392.58
206000,1988.0,218360.6,507896,885835,99.9000,99.0500,95.5000,86.4500,45.6500,0.0500,156797.78,386.40
208000,2007.0,217666.7,575528,885983,99.7000,99.1500,96.5000,87.2000,44.4500,0.1500,156624.57,391.71
210000,2025.5,216799.4,506728,886324,99.8000,99.0500,96.0000,86.1500,46.0000,0.0500,157229.50,390.19
212000,2043.9,219147.7,488760,886820,99.9500,98.6000,95.9000,86.9000,45.7000,0.0500,157078.28,385.55
214000,2062.8,216266.8,507840,886945,99.8500,99.1000,95.8500,86.8000,44.3500,0.0500,157230.47,388.83
216000,2081.5,216666.2,514688,887185,99.9500,99.0000,96.1000,86.6000,44.4500,0.0500,157170.76,389.44
218000,2100.1,216850.6,409844,887477,99.8000,98.8500,95.5000,86.0000,45.9500,0.0000,157282.05,388.48
220000,2118.1,217341.7,387648,888038,99.7500,98.7500,95.3500,87.4000,43.9500,0.0000,157189.38,388.27
222000,2137.8,219572.5,386744,887955,99.8500,99.1000,96.7000,87.5000,46.3500,0.0000,157174.79,389.97
224000,2156.0,222150.4,410288,888570,99.7500,99.5000,97.3500,88.6000,47.4000,0.0000,157265.96,386.48
226000,2173.8,221121.4,498624,889309,99.9500,99.3000,96.5500,87.3000,47.2000,0.0500,157200.25,388.01
228000,2192.4,218004.0,520380,889594,99.8500,99.1000,96.6500,86.2000,46.0500,0.0500,157466.73,389.41
230000,2210.4,215374.6,402376,890041,99.8500,99.2000,96.3000,86.6000,44.9500,0.0000,157980.39,387.05
232000,2228.5,216192.8,509720,890438,99.7000,99.0000,95.8500,86.0000,44.8000,0.1000,157750.38,387.72
234000,2247.4,218341.5,478784,890620,99.6500,98.5000,95.9000,86.6500,46.5000,0.1000,157456.42,391.70
236000,2266.0,216998.2,572916,890868,99.8000,99.4000,96.3500,86.9000,45.2500,0.0500,157793.17,388.45
238000,2283.7,213522.0,416136,891354,99.9000,98.9500,96.7000,86.4000,43.0500,0.0000,158062.05,391.04
240000,2302.3,218397.2,387160,891611,99.8000,99.1500,95.9000,86.7500,46.2000,0.0000,157834.10,387.66
242000,2321.0,223422.0,387604,891989,99.7500,98.9500,96.0000,87.8000,48.8500,0.0000,157310.31,390.76
244000,2339.0,214676.2,387260,892374,99.8500,99.1000,96.0000,85.6500,45.2500,0.0000,158216.14,390.22
246000,2357.8,215744.2,527552,892501,99.7000,98.9000,96.5500,87.0000,44.4000,0.1500,158516.97,386.52
248000,2376.2,220680.5,387256,892886,99.7000,98.9000,96.4000,88.3000,46.5000,0.0000,157928.51,385.92
250000,2394.7,222909.9,532952,893295,99.9000,98.9000,96.5000,87.6000,47.6000,0.1500,157554.39,390.59
252000,2413.5,219041.7,392384,893495,99.8000,99.2000,96.1500,87.2500,46.8500,0.0000,158079.09,390.46
254000,2431.9,220952.3,391772,893872,99.5500,98.7500,95.4500,87.2500,47.3000,0.0000,157883.04,387.64
256000,2450.3,220759.5,415704,894277,99.8000,98.8000,96.5000,86.9000,46.5500,0.0000,157842.43,390.04
258000,2468.9,213112.7,468860,894357,99.6500,98.2500,95.6000,85.6500,43.7000,0.0500,158371.16,392.61
260000,2487.6,218669.1,468924,894558,99.7000,99.3500,96.1000,87.2000,44.9000,0.1000,157919.52,394.24
262000,2506.8,214434.3,468108,894439,99.8000,99.1500,95.6000,86.5500,44.2500,0.0500,158820.60,387.24
264000,2525.8,218332.3,551608,894519,99.8000,98.9500,96.3000,87.1500,46.0000,0.1000,158422.38,391.13
266000,2544.3,219793.2,457432,894829,99.8000,98.7500,95.7500,86.3000,47.2000,0.0000,158215.33,389.55
268000,2563.2,222533.0,529084,895060,99.7500,98.7000,96.1000,87.4000,47.7000,0.0500,157930.01,390.22
270000,2582.2,218391.3,387272,895142,99.9500,99.2000,96.5500,86.9500,45.9000,0.0000,158458.34,390.64
272000,2601.4,221367.5,489040,895210,99.6500,98.4000,96.2000,87.5000,48.1000,0.0500,158509.11,386.88
274000,2620.7,221598.9,427180,895283,99.9500,99.2500,96.2000,88.0500,46.7000,0.0000,158290.17,388.88
276000,2639.5,216359.8,394448,895349,99.7000,98.9000,96.0500,85.2000,45.7500,0.0000,158586.74,394.66
278000,2658.5,217917.0,424348,895433,99.8500,98.7500,96.1000,87.4500,45.5000,0.0000,158828.33,390.36
280000,2677.3,220402.0,418608,895631,99.7500,99.1500,96.2000,86.8000,47.2500,0.0000,158661.63,390.03
282000,2696.5,220045.3,407316,895658,99.8000,98.8000,96.0000,86.6000,47.1500,0.0000,158723.37,388.60
284000,2715.6,217958.0,486472,895689,99.8000,98.9000,96.1500,85.6500,45.4500,0.0500,158595.92,393.49
286000,2734.6,219908.1,530416,895804,99.8000,99.1500,96.1000,86.9000,46.7500,0.1000,158641.88,391.51
288000,2753.1,216924.5,531400,895991,99.8500,99.1500,96.4500,87.2500,44.9500,0.0500,159158.32,393.50
290000,2772.2,222555.5,520244,896121,99.7000,98.9500,96.1000,87.3000,49.2500,0.1000,158560.36,394.28
292000,2791.1,221234.3,507440,896298,99.9000,99.0000,96.3500,87.9000,46.5000,0.1000,158862.04,389.77
294000,2809.8,218688.6,405440,896466,99.8500,99.0000,96.7500,87.5000,45.3000,0.0000,158941.56,393.06
296000,2828.6,217340.1,486876,896581,99.8000,99.1500,96.0500,86.6000,45.5000,0.0500,159463.78,391.49
298000,2847.5,220262.8,513820,896713,99.8000,98.7000,96.0500,87.5500,46.8000,0.1000,158956.52,392.03
300000,2866.3,219041.4,501008,896860,99.7500,98.6500,95.6000,86.6500,46.0000,0.0500,159263.60,389.71
302000,2885.4,220572.2,388248,896940,99.9000,98.8500,96.2000,87.3000,46.8000,0.0000,159193.22,391.29
304000,2904.4,220892.0,467612,897026,99.8500,98.4000,95.4000,86.6500,47.7000,0.0500,158947.77,391.72
306000,2923.2,217736.9,388752,897148,99.6500,98.6000,95.4000,86.7000,45.1000,0.0000,159186.49,392.83
308000,2942.2,220798.9,485044,897261,99.8000,99.0000,96.2500,87.0000,46.6000,0.0500,159121.46,392.06
310000,2961.0,218192.5,410888,897380,99.7000,98.7500,96.1500,86.9000,46.6500,0.0000,159630.57,390.28
312000,2979.5,219078.5,410028,897578,99.9000,98.9500,96.6000,86.8500,45.8500,0.0000,159580.81,390.56
314000,2998.5,219523.8,387240,897662,99.6500,98.6500,95.6500,86.9000,47.1500,0.0000,159512.49,390.42
316000,3017.2,219931.5,413944,897832,99.9000,98.9000,96.0000,87.1500,46.5000,0.0000,159345.51,392.42
318000,3036.1,220225.8,533056,897966,99.6500,99.0500,95.7000,88.0000,46.9000,0.0500,159553.19,389.84
320000,3054.9,218433.2,411252,898078,99.9500,99.0500,96.3500,86.8500,46.4500,0.0000,159479.71,394.03
322000,3074.4,221912.3,470916,898060,99.7500,98.8000,96.3000,86.6500,47.5000,0.0500,159492.81,389.03
324000,3093.0,216432.6,526028,898152,99.7000,98.4500,95.1000,86.2500,45.3000,0.0500,159974.58,390.55
326000,3112.3,219175.1,479848,898137,99.8000,99.0500,95.9500,87.2000,46.1000,0.1000,159908.09,392.37
328000,3131.4,219541.7,387436,898193,99.9000,99.1000,96.0500,86.6500,46.7000,0.0000,159655.73,393.06
330000,3150.8,221545.8,405172,898181,99.9500,99.1000,95.9500,87.6000,47.0000,0.0000,159708.40,393.16
332000,3170.0,222089.9,533640,898275,99.6500,98.7500,96.0500,87.8000,47.4500,0.0500,159723.74,391.99
334000,3188.9,219136.2,483480,898354,99.8500,98.5500,95.8500,87.0000,46.1000,0.1000,160102.29,392.40
336000,3207.7,222317.6,530072,898538,99.7000,98.5500,96.6500,87.7500,47.7000,0.1000,159882.67,391.73
338000,3226.3,218082.2,402676,898689,99.6500,98.9000,95.4000,86.1500,45.8500,0.0000,160146.79,390.72
340000,3245.0,219394.9,387180,898836,99.7500,99.2500,96.0000,87.4000,47.2000,0.0000,160475.24,389.94
342000,3264.0,221296.3,522644,898940,99.9000,99.2500,97.1500,88.8500,46.3500,0.0500,160283.33,391.46
344000,3282.3,221323.1,386960,899226,99.9000,99.0500,96.0500,86.9500,47.5500,0.0000,159931.65,393.25
346000,3301.2,218791.9,386292,899297,99.8000,99.1000,96.1000,85.9000,46.1500,0.0000,160168.28,393.48
348000,3320.4,222374.2,480228,899356,99.8500,99.1000,96.0000,87.6000,47.8000,0.1000,160081.28,392.06
350000,3339.2,218634.9,412196,899461,100.0000,99.0000,95.4000,86.7500,46.3000,0.0000,160417.09,391.17
352000,3358.5,222413.6,387196,899510,99.6500,98.5500,96.2000,87.5500,47.9000,0.0000,160335.32,388.24
354000,3377.3,218450.9,498060,899576,99.8000,98.9000,95.0500,85.8500,46.9500,0.0500,160222.36,394.35
356000,3396.4,223178.2,511660,899682,99.7500,99.0000,96.2000,89.3500,47.8000,0.0500,160501.05,391.11
358000,3415.7,220711.7,401808,899700,99.7000,99.0500,96.6000,87.2500,46.7000,0.0000,160614.50,393.49
360000,3434.9,219560.9,526028,899703,99.8500,99.1000,96.8500,86.9500,45.2500,0.1000,160579.51,394.94
362000,3454.3,220442.4,527284,899679,99.7500,99.1500,96.5500,87.9000,46.7500,0.1000,160845.66,390.26
364000,3473.4,218370.7,436852,899679,99.6500,98.5000,96.0000,87.7500,45.2500,0.0000,160962.94,391.16
366000,3492.5,218758.2,484860,899689,99.7500,98.9000,96.1000,86.8500,46.6000,0.0500,160883.82,391.95
368000,3511.5,216225.4,502120,899685,99.8500,99.1500,95.3500,86.0000,45.2500,0.0500,160891.46,394.77
370000,3530.8,219929.5,391488,899673,99.7000,99.4500,96.5000,87.8000,47.2000,0.0000,161282.59,388.73
372000,3550.5,224494.9,411580,899644,99.8000,99.2000,96.5000,87.5000,49.2000,0.0000,160556.82,393.84
374000,3569.7,220675.6,488320,899660,99.8500,98.6500,96.5000,86.6000,46.5500,0.0500,160674.11,393.77
