episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
264000,4947.7,237389.9,507284,490795,99.5500,99.0000,96.6000,90.0500,54.0000,0.0500,178292.98,396.24
266000,4984.9,239560.3,484964,490883,99.6500,98.9000,97.3000,89.3500,55.3000,0.0500,178049.96,399.43
268000,5021.5,234274.1,530968,490955,99.7000,99.0000,96.8000,88.7000,52.9500,0.0500,178624.78,396.86
270000,5057.6,236036.0,528924,491091,99.7500,98.9500,96.5000,87.7000,54.9500,0.1000,178534.79,395.60
272000,5095.3,237292.1,388056,491093,99.7000,98.9500,96.1000,88.5500,54.0500,0.0000,178163.12,396.20
274000,5132.8,236693.1,386920,491112,99.6500,98.7000,95.7500,89.5500,54.1500,0.0000,178392.12,396.93
276000,5170.1,236685.3,533028,491138,99.6000,98.8000,96.4500,88.3000,54.2500,0.0500,178414.98,398.91
278000,5209.3,239721.0,438152,491030,99.7000,98.9500,96.3500,89.0500,56.2500,0.0000,178244.05,398.68
280000,5246.3,236439.5,531440,491093,99.7500,99.2000,96.3500,89.7000,53.9500,0.0500,178686.28,397.60
282000,5282.5,234447.1,387252,491194,99.6000,98.9000,95.8500,87.6500,53.9000,0.0000,178945.18,393.38
284000,5319.3,239551.4,530796,491300,99.5000,98.8000,96.4500,88.7000,56.0000,0.0500,178302.58,398.79
286000,5357.2,235293.2,556724,491262,99.7000,99.2500,97.0000,88.8500,53.6000,0.0500,178781.55,398.27
288000,5395.0,237856.8,387304,491258,99.8000,98.9000,96.6000,88.0500,55.6500,0.0000,178418.65,399.47
290000,5432.5,236427.1,386812,491266,99.7000,99.2500,95.5500,88.7500,54.6500,0.0000,178722.68,398.12
292000,5469.9,234832.4,507328,491263,99.5500,98.7000,96.5500,88.5000,53.0500,0.0500,178700.20,396.36
294000,5508.1,238610.0,560056,491234,99.6000,99.1000,96.4500,89.1000,55.5000,0.1500,178615.96,397.26
296000,5546.0,236935.1,512216,491213,99.6500,98.8000,96.0000,89.2500,54.8500,0.0500,178612.32,397.05
298000,5583.2,237202.1,386296,491252,99.7500,98.7000,96.2500,88.7500,55.1500,0.0000,178882.70,393.48
300000,5618.6,233576.6,386960,491402,99.7500,98.6500,95.5000,88.2500,53.6000,0.0000,178967.52,398.02
302000,5654.3,236611.0,387424,491565,99.5000,98.7000,95.8000,89.2000,54.6500,0.0000,178736.68,394.20
304000,5689.9,235916.1,506552,491727,99.7500,98.7500,96.2500,88.5000,54.2000,0.0500,178861.58,397.85
306000,5725.4,238348.1,426320,491930,99.6500,98.7000,95.8500,89.0000,54.2000,0.0000,178316.98,399.86
308000,5760.6,234145.6,527208,492101,99.8500,98.8500,96.6000,88.7500,52.8000,0.1500,179116.52,398.04
310000,5795.7,233613.3,478504,492271,99.6500,98.8500,96.2000,87.9500,52.8000,0.0500,178911.96,400.89
312000,5832.0,237675.8,484916,492386,99.7000,98.9500,96.1000,88.3000,55.8500,0.0500,178728.96,399.86
314000,5870.1,239626.6,420916,492376,99.7000,98.8000,96.2500,88.8000,55.7500,0.0000,178768.39,395.68
316000,5907.7,236409.0,434064,492363,99.4500,98.3500,95.5500,87.9500,54.7500,0.0000,178634.81,398.42
318000,5945.4,234934.7,386200,492333,99.6000,98.6000,96.7500,88.7000,54.0500,0.0000,179127.01,398.49
320000,5982.8,234852.3,533156,492320,99.8500,98.9500,96.2000,88.6000,53.9000,0.1000,179114.12,397.57
322000,6018.2,235577.9,407708,492479,99.6000,98.7500,96.7000,88.5000,53.7500,0.0000,179121.82,397.32
324000,6053.4,232454.8,415364,492618,99.8500,98.8500,96.5000,87.6500,52.8500,0.0000,179630.53,394.72
326000,6089.3,235274.3,547984,492733,99.4500,98.4000,96.0500,87.9500,53.8000,0.1000,178996.17,398.64
328000,6125.7,239873.7,389824,492853,99.6500,98.8000,96.4500,89.3000,56.0000,0.0000,178798.41,395.66
330000,6161.6,238208.1,504304,493003,99.5500,99.1500,96.4500,88.7000,55.0000,0.0500,178785.78,397.97
332000,6197.7,236235.5,476880,493111,99.6500,98.6500,96.2000,88.4000,54.2500,0.0500,179141.02,395.49
334000,6233.3,236351.4,388428,493250,99.6500,98.8000,95.8500,89.3500,54.2500,0.0000,179183.05,396.54
336000,6269.4,241441.5,479420,493415,99.9000,98.7500,96.9000,89.5000,56.4500,0.0000,178554.35,395.44
338000,6307.3,238426.2,485084,493397,99.6500,98.7500,96.3000,87.7500,56.4000,0.0500,178858.08,399.38
340000,6344.7,235849.8,402416,493387,99.8000,98.8000,96.4500,88.7500,53.6000,0.0000,179089.61,397.59
342000,6382.3,238719.5,385452,493397,99.6000,99.2000,96.2500,89.7000,55.4500,0.0000,178920.08,396.68
344000,6419.7,235815.0,533392,493394,99.5500,98.7500,96.3000,88.0000,54.2500,0.0500,179123.17,396.76
346000,6457.1,235746.4,387292,493390,99.7000,98.9500,95.9500,88.0000,53.7500,0.0000,179373.86,396.22
348000,6495.3,238909.2,421920,493355,99.5000,98.9000,96.6000,88.8000,56.2000,0.0000,178862.19,397.08
350000,6532.1,237653.5,388800,493412,99.8000,98.7500,95.8500,88.4000,55.5000,0.0000,179085.38,396.78
352000,6567.7,238679.3,387200,493574,99.8000,99.1000,96.9500,89.2000,55.4000,0.0000,178891.21,400.67
354000,6603.6,237126.3,511776,493696,99.9000,99.2000,96.4500,88.0000,55.0500,0.0500,179324.23,396.54
356000,6638.9,237704.6,387236,493864,99.8500,99.2000,96.3500,88.2000,55.0500,0.0000,179330.76,396.25
358000,6676.0,235898.0,524528,493878,99.8000,98.8500,95.9500,88.6000,54.1500,0.0500,179172.83,398.33
360000,6713.3,235792.8,524444,493873,99.6500,98.8000,96.2000,89.3500,54.6000,0.0500,179647.44,397.16
362000,6751.3,238589.7,407408,493850,99.7500,98.6000,95.9500,88.4500,55.7500,0.0000,179135.27,396.60
364000,6788.9,236048.9,533444,493833,99.8000,99.0000,96.0000,88.6500,54.9000,0.1000,179400.52,399.15
366000,6826.2,240091.5,532656,493874,99.7000,99.0500,96.6000,89.0000,56.4000,0.1000,179171.70,396.87
368000,6862.3,235155.5,387120,493951,99.6000,98.5500,95.8000,88.3500,53.7500,0.0000,179475.26,398.19
370000,6899.9,236126.1,502700,493931,99.5500,98.6000,95.5000,87.6500,54.7500,0.0500,179267.77,397.96
372000,6937.6,235111.5,533104,493898,99.6000,98.7500,95.8000,87.8500,53.7500,0.0500,179070.65,402.02
374000,6975.3,236590.1,387128,493877,99.6500,98.9500,96.3000,88.0000,54.7500,0.0000,179707.07,395.82
376000,7013.6,238386.8,528928,493826,99.6000,98.8000,96.3500,88.7000,55.2500,0.0500,179365.91,399.14
378000,7052.3,240148.1,505448,493774,99.6000,98.6500,96.5000,88.4000,57.3500,0.0500,179249.57,396.36
380000,7090.9,240744.1,387984,493734,99.6500,98.8000,96.4000,89.5000,55.9500,0.0000,179266.62,396.43
382000,7128.7,237084.7,504140,493713,99.9500,99.1500,96.7500,89.4500,54.4500,0.0500,179582.37,398.69
384000,7166.5,241026.6,387112,493733,99.7000,99.3500,97.2000,89.2500,55.2500,0.0000,179026.28,398.17
386000,7204.7,240349.0,524140,493710,99.9000,99.1500,96.6500,89.5000,55.9000,0.0500,179400.09,396.92
388000,7243.3,237249.5,529008,493636,99.8500,99.0000,96.9500,89.0000,54.7500,0.1000,179642.05,396.67
390000,7281.8,239060.0,464840,493589,99.5500,98.6500,96.0500,88.6000,56.4500,0.0500,179359.09,398.30
392000,7320.1,242495.5,387344,493583,99.6500,98.8000,96.4000,89.8500,57.0500,0.0000,179212.20,397.54
394000,7357.5,236747.5,429064,493583,99.5500,98.7000,96.4000,89.2500,55.0000,0.0000,179654.28,398.37
396000,7395.6,236957.2,388352,493542,99.6500,98.9000,96.0000,88.9500,55.0500,0.0000,179832.44,399.25
398000,7432.8,233310.0,391352,493526,99.5000,98.5500,95.8000,86.8000,53.7000,0.0000,179936.85,397.75
400000,7471.1,240073.7,464600,493505,99.8000,98.8500,96.5500,88.8500,56.1000,0.0500,179467.49,397.34
402000,7509.2,239207.7,387516,493482,99.9000,99.2500,96.7000,89.2500,55.7500,0.0000,179790.74,395.98
404000,7546.9,235653.5,387368,493461,99.7500,98.9000,96.2000,88.1000,53.9500,0.0000,179838.97,397.85
406000,7584.8,238397.0,482576,493442,99.8000,99.0000,96.6500,88.4000,55.6500,0.0500,179614.05,397.97
408000,7622.8,237476.7,386868,493410,99.5000,98.6500,95.8000,88.1000,56.0500,0.0000,179707.27,399.40
410000,7660.6,239270.1,437172,493415,99.8500,99.0500,96.5000,88.9500,55.7000,0.0000,179574.50,399.26
412000,7701.8,238001.2,487404,493189,99.7500,99.1500,96.8000,89.1500,55.2000,0.1000,179753.63,397.84
414000,7743.9,242948.7,528840,492946,99.7500,99.2000,96.4000,90.2500,57.2500,0.1000,179444.85,397.67
416000,7782.9,241183.4,554988,492890,99.6500,98.9000,96.7000,88.9000,56.4000,0.0500,179409.07,397.95
418000,7821.1,236198.9,490560,492842,99.7000,98.8500,96.4500,88.7500,54.0000,0.0500,180015.05,398.08
420000,7858.5,236082.3,535112,492842,99.7500,98.9500,96.5500,89.3000,53.7000,0.1000,180059.80,397.43
422000,7896.6,237621.6,455472,492816,99.8000,98.8000,96.1500,88.7000,55.0500,0.0000,179645.61,399.49
424000,7934.4,238759.9,512188,492813,99.8500,98.9000,95.8000,88.7000,56.4000,0.1000,179761.33,398.77
426000,7972.2,238372.3,408624,492809,99.7500,98.9500,97.0000,89.6000,54.8500,0.0000,180099.13,393.23
428000,8009.8,238469.9,519644,492819,99.8000,98.8000,97.0000,88.5000,55.1500,0.0500,179916.08,396.28
430000,8046.9,235467.4,520480,492832,99.7000,98.9500,96.0000,88.2000,53.5000,0.0500,179998.18,400.65
432000,8084.5,237593.7,386804,492838,99.7500,99.1000,96.2500,88.2000,54.5500,0.0000,179735.64,400.82
434000,8123.3,241608.4,385880,492802,99.6000,99.4000,97.1000,89.3500,56.7000,0.0000,179747.43,396.42
436000,8161.2,236389.5,509692,492771,99.6000,98.6000,95.9500,88.8000,54.8500,0.0500,180251.09,396.80
438000,8200.5,238194.6,387236,492680,99.8000,99.1500,96.8000,88.6500,54.5000,0.0000,179765.73,398.95
440000,8239.0,237997.8,386616,492632,99.4000,98.6000,96.1000,88.3500,55.4500,0.0000,179938.43,397.96
442000,8276.7,235279.6,407396,492609,99.6000,98.5000,96.0000,87.9500,53.9500,0.0000,180171.33,396.98
444000,8314.1,238393.9,387092,492629,99.6500,98.6500,95.8500,89.0000,55.1500,0.0000,179997.06,397.67
446000,8352.0,239606.8,386580,492628,99.5500,98.9500,96.6500,89.8000,55.4000,0.0000,179954.39,395.56
448000,8390.3,241772.1,557392,492626,99.9000,98.9500,96.7500,89.6000,56.2500,0.0500,179853.86,397.32
450000,8429.5,240733.0,553428,492560,99.6500,99.0000,96.4500,88.3000,56.2000,0.0500,179972.99,394.75
452000,8467.7,238535.7,426456,492537,99.6000,98.4500,96.2500,88.2500,55.5500,0.0000,179974.56,397.50
454000,8506.6,241034.5,387524,492494,99.6000,98.9000,96.3000,89.6000,56.2500,0.0000,180034.36,396.00
456000,8544.4,236652.6,386800,492476,99.5500,98.6000,96.0000,88.5500,54.2500,0.0000,180323.39,397.45
458000,8582.7,238782.0,387544,492448,99.6000,98.6000,96.7000,89.8500,54.8500,0.0000,180159.81,397.09
460000,8621.0,238129.5,386612,492418,99.6000,98.9000,96.7000,89.2000,54.1000,0.0000,180119.48,398.81
462000,8658.6,236814.1,388148,492415,99.6000,98.3500,96.2500,88.9500,54.7000,0.0000,180512.73,394.65
464000,8696.9,238951.0,507080,492386,99.7000,99.0000,96.1000,88.4500,56.3500,0.0500,180044.32,397.57
